market_id,asset,slug,market_end_time_utc,cp1_time_utc,cp2_time_utc,cp1_fut,cp2_fut,momentum,signal,token_id,entry_time_utc,entry_price,resolved_label,payout_per_share,pnl_per_share,source_side,notional_pnl,base_stake_usd,base_shares,base_pnl_usd,fut_1230_price,fut_1430_price,add20_1230_triggered,add20_1430_triggered,add20_1230_stake_usd,add20_1430_stake_usd,add20_1230_entry_price,add20_1430_entry_price,add20_1230_pnl_usd,add20_1430_pnl_usd,new_total_stake_usd,new_total_pnl_usd
832718,SPX,spx-up-or-down-on-december-8-2025,2025-12-08 21:00:00+00:00,2025-12-08 15:00:00+00:00,2025-12-08 15:30:00+00:00,6873.75,6862.75,-11.0,Down,55637137092024929919023023295076744962376180618401674617002163786050038529179,2025-12-08 15:30:00+00:00,0.56999999,Down,1.0,0.43000001,last_le_cp2,0.43000001,100.0,175.43859956909824,75.43859956909824,6847.25,6842.0,False,False,0.0,0.0,,,0.0,0.0,100.0,75.43859956909824
832727,NDX,ndx-up-or-down-on-december-8-2025,2025-12-08 21:00:00+00:00,2025-12-08 15:00:00+00:00,2025-12-08 15:30:00+00:00,25748.25,25688.5,-59.75,Down,58836815342006084002866784994314894479938700601430432561470457019998141693922,2025-12-08 15:30:00+00:00,0.485,Down,1.0,0.515,last_le_cp2,0.515,100.0,206.18556701030928,106.18556701030928,25626.5,25596.5,False,False,0.0,0.0,,,0.0,0.0,100.0,106.18556701030928
896972,NDX,ndx-up-or-down-on-december-9-2025,2025-12-09 21:00:00+00:00,2025-12-09 15:00:00+00:00,2025-12-09 15:30:00+00:00,25639.0,25658.5,19.5,Up,97903311803259393425042910669407476441380357108311076744416399280502878445541,2025-12-09 15:30:00+00:00,0.5,Up,1.0,0.5,last_le_cp2,0.5,100.0,200.0,100.0,25713.5,25711.5,True,True,20.0,20.0,0.685,0.735,9.197080291970801,7.2108843537414975,140.0,116.4079646457123
896965,SPX,spx-up-or-down-on-december-9-2025,2025-12-09 21:00:00+00:00,2025-12-09 15:00:00+00:00,2025-12-09 15:30:00+00:00,6863.25,6861.5,-1.75,Down,5023278842784806795043798591154875714578149778561665235713387119747575331115,2025-12-09 15:30:00+00:00,0.405,Down,1.0,0.595,last_le_cp2,0.595,100.0,246.91358024691357,146.91358024691357,6866.75,6856.25,True,False,20.0,0.0,0.305,,45.57377049180328,0.0,120.0,192.48735073871686
901601,SPX,spx-up-or-down-on-december-10-2025,2025-12-10 21:00:00+00:00,2025-12-10 15:00:00+00:00,2025-12-10 15:30:00+00:00,6845.75,6846.25,0.5,Up,84988037788088200555143589742076379211386679011804080409203435068172651648694,2025-12-10 15:30:00+00:00,0.535,Up,1.0,0.4649999999999999,last_le_cp2,0.4649999999999999,100.0,186.91588785046727,86.91588785046727,6849.0,6864.0,True,True,20.0,20.0,0.6,0.775,13.333333333333336,5.806451612903225,140.0,106.05567279670385
901610,NDX,ndx-up-or-down-on-december-10-2025,2025-12-10 21:00:00+00:00,2025-12-10 15:00:00+00:00,2025-12-10 15:30:00+00:00,25611.5,25632.0,20.5,Up,55470592054632548657350166390629999892759755271103583333489672873323349767587,2025-12-10 15:30:00+00:00,0.33,Up,1.0,0.6699999999999999,last_le_cp2,0.6699999999999999,100.0,303.030303030303,203.030303030303,25623.75,25683.25,False,True,0.0,20.0,,0.625,0.0,12.0,120.0,215.030303030303
906123,SPX,spx-up-or-down-on-december-11-2025,2025-12-11 21:00:00+00:00,2025-12-11 15:00:00+00:00,2025-12-11 15:30:00+00:00,6842.75,6878.0,35.25,Up,45828764269080890727718258039465865271569300194685979125103177744176166394095,2025-12-11 15:30:00+00:00,0.21,Up,1.0,0.79,last_le_cp2,0.79,100.0,476.1904761904762,376.1904761904762,6893.25,6903.75,True,True,20.0,20.0,0.43,0.66,26.511627906976745,10.303030303030301,140.0,413.00513440048326
906134,NDX,ndx-up-or-down-on-december-11-2025,2025-12-11 21:00:00+00:00,2025-12-11 15:00:00+00:00,2025-12-11 15:30:00+00:00,25405.75,25590.25,184.5,Up,36678248894292520117624155137356575841565915302214092206420484997630100077633,2025-12-11 15:30:00+00:00,0.09,Down,0.0,-0.09,last_le_cp2,-0.09,100.0,1111.111111111111,-100.0,25619.25,25698.75,True,True,20.0,20.0,0.035,0.205,-20.0,-20.0,140.0,-140.0
913302,SPX,spx-up-or-down-on-december-12-2025,2025-12-12 21:00:00+00:00,2025-12-12 15:00:00+00:00,2025-12-12 15:30:00+00:00,6883.75,6851.75,-32.0,Down,103987637086112025974258021738124932691636788735876504364370334333394126508860,2025-12-12 15:30:00+00:00,0.865,Down,1.0,0.135,last_le_cp2,0.135,100.0,115.60693641618498,15.606936416184974,6826.25,6831.0,False,False,0.0,0.0,,,0.0,0.0,100.0,15.606936416184974
913308,NDX,ndx-up-or-down-on-december-12-2025,2025-12-12 21:00:00+00:00,2025-12-12 15:00:00+00:00,2025-12-12 15:30:00+00:00,25520.5,25320.0,-200.5,Down,72083745921567211250827721820951589623640157353961809145267410827038843522896,2025-12-12 15:30:00+00:00,0.54,Down,1.0,0.4599999999999999,last_le_cp2,0.4599999999999999,100.0,185.18518518518516,85.18518518518516,25211.0,25241.0,False,False,0.0,0.0,,,0.0,0.0,100.0,85.18518518518516
919506,SPX,spx-up-or-down-on-december-15-2025,2025-12-15 21:00:00+00:00,2025-12-15 15:00:00+00:00,2025-12-15 15:30:00+00:00,6835.0,6815.25,-19.75,Down,85194481661621684981946409449013182680486770183690463136602031217962316018095,2025-12-15 15:30:00+00:00,0.445,Down,1.0,0.5549999999999999,last_le_cp2,0.5549999999999999,100.0,224.7191011235955,124.71910112359548,6818.25,6821.25,True,True,20.0,20.0,0.61,0.74,12.786885245901638,7.027027027027027,140.0,144.53301339652415
919514,NDX,ndx-up-or-down-on-december-15-2025,2025-12-15 21:00:00+00:00,2025-12-15 15:00:00+00:00,2025-12-15 15:30:00+00:00,25205.5,25084.25,-121.25,Down,40292918528642982025024025537254715665687215936029994884869127178513314359121,2025-12-15 15:30:00+00:00,0.66,Down,1.0,0.3399999999999999,last_le_cp2,0.3399999999999999,100.0,151.5151515151515,51.515151515151494,25145.25,25131.75,True,True,20.0,20.0,0.74,0.85,7.027027027027027,3.529411764705883,140.0,62.0715903068844
940090,SPX,spx-up-or-down-on-december-16-2025,2025-12-16 21:00:00+00:00,2025-12-16 15:00:00+00:00,2025-12-16 15:30:00+00:00,6820.25,6790.25,-30.0,Down,84124143956918264504873050744917797845342041255740187286735527166719512839809,2025-12-16 15:30:00+00:00,0.62,Down,1.0,0.38,last_le_cp2,0.38,100.0,161.29032258064515,61.29032258064516,6789.0,6786.5,False,False,0.0,0.0,,,0.0,0.0,100.0,61.29032258064516
940098,NDX,ndx-up-or-down-on-december-16-2025,2025-12-16 21:00:00+00:00,2025-12-16 15:00:00+00:00,2025-12-16 15:30:00+00:00,25150.5,24998.25,-152.25,Down,81980133699853473585586733591118365558008442511785924025901321423935487266358,2025-12-16 15:30:00+00:00,0.59,Up,0.0,-0.59,last_le_cp2,-0.59,100.0,169.49152542372883,-100.0,25041.25,25055.75,True,True,20.0,20.0,0.43,0.535,-20.0,-20.0,140.0,-140.0
947811,NDX,ndx-up-or-down-on-december-17-2025,2025-12-17 21:00:00+00:00,2025-12-17 15:00:00+00:00,2025-12-17 15:30:00+00:00,25067.0,25081.0,14.0,Up,45952295172252070838770547458777273790461673454938230519916905266077937358407,2025-12-17 15:30:00+00:00,0.265,Down,0.0,-0.265,last_le_cp2,-0.265,100.0,377.35849056603774,-100.00000000000001,24825.75,24725.0,False,False,0.0,0.0,,,0.0,0.0,100.0,-100.00000000000001
947800,SPX,spx-up-or-down-on-december-17-2025,2025-12-17 21:00:00+00:00,2025-12-17 15:00:00+00:00,2025-12-17 15:30:00+00:00,6800.0,6800.5,0.5,Up,113521494112735981198720400531977632654026374873539029827786054892555877867341,2025-12-17 15:30:00+00:00,0.51,Down,0.0,-0.51,last_le_cp2,-0.51,100.0,196.078431372549,-100.0,6755.0,6738.25,False,False,0.0,0.0,,,0.0,0.0,100.0,-100.0
954361,NDX,ndx-up-or-down-on-december-18-2025,2025-12-18 21:00:00+00:00,2025-12-18 15:00:00+00:00,2025-12-18 15:30:00+00:00,25060.25,25094.5,34.25,Up,36219279073235680749820670351669193413561427472833987820311580196600386801622,2025-12-18 15:30:00+00:00,0.93,Up,1.0,0.0699999999999999,last_le_cp2,0.0699999999999999,100.0,107.5268817204301,7.5268817204300955,25003.75,25046.25,False,False,0.0,0.0,,,0.0,0.0,100.0,7.5268817204300955
954352,SPX,spx-up-or-down-on-december-18-2025,2025-12-18 21:00:00+00:00,2025-12-18 15:00:00+00:00,2025-12-18 15:30:00+00:00,6794.25,6802.25,8.0,Up,43145330157756436772256459826704032769501660215841619840901940667663355381103,2025-12-18 15:30:00+00:00,0.895,Up,1.0,0.1049999999999999,last_le_cp2,0.1049999999999999,100.0,111.73184357541899,11.731843575418983,6770.0,6783.0,False,False,0.0,0.0,,,0.0,0.0,100.0,11.731843575418983
993952,SPX,spx-up-or-down-on-december-23-2025,2025-12-23 21:00:00+00:00,2025-12-23 15:00:00+00:00,2025-12-23 15:30:00+00:00,6934.75,6936.5,1.75,Up,61315064602316048815546940719659571044851770063014522697552968975323977809327,2025-12-23 15:30:00+00:00,0.545,Up,1.0,0.4549999999999999,last_le_cp2,0.4549999999999999,100.0,183.48623853211006,83.48623853211006,6953.5,6960.0,True,True,20.0,20.0,0.93,0.9845,1.5053763440860204,0.31488065007617994,140.0,85.30649552627226
993959,NDX,ndx-up-or-down-on-december-23-2025,2025-12-23 21:00:00+00:00,2025-12-23 15:00:00+00:00,2025-12-23 15:30:00+00:00,25682.75,25688.5,5.75,Up,67763940082489599535071567225625446817126794540618217598386215281856616945517,2025-12-23 15:30:00+00:00,0.28,Up,1.0,0.72,last_le_cp2,0.72,100.0,357.1428571428571,257.1428571428571,25770.75,25783.75,True,True,20.0,20.0,0.93,0.96,1.5053763440860204,0.8333333333333341,140.0,259.48156682027644
1002817,SPX,spx-up-or-down-on-december-24-2025,2025-12-24 21:00:00+00:00,2025-12-24 15:00:00+00:00,2025-12-24 15:30:00+00:00,6965.75,6971.5,5.75,Up,1872835276381916525491182262027781792884767997487701843284995366752592239602,2025-12-24 15:30:00+00:00,0.815,Up,1.0,0.185,last_le_cp2,0.185,100.0,122.69938650306749,22.699386503067483,6986.5,6980.0,True,True,20.0,20.0,0.996,0.9995,0.08032128514056232,0.010005002501249522,140.0,22.789712790709295
1002828,NDX,ndx-up-or-down-on-december-24-2025,2025-12-24 21:00:00+00:00,2025-12-24 15:00:00+00:00,2025-12-24 15:30:00+00:00,25808.0,25818.25,10.25,Up,4614264424360941206300500301269407044852790887917541470302702570311213565612,2025-12-24 15:30:00+00:00,0.685,Up,1.0,0.3149999999999999,last_le_cp2,0.3149999999999999,100.0,145.985401459854,45.98540145985399,25878.25,25864.75,True,True,20.0,20.0,0.955,0.975,0.9424083769633518,0.5128205128205133,140.0,47.44063034963785
1010943,SPX,spx-up-or-down-on-december-26-2025,2025-12-26 21:00:00+00:00,2025-12-26 15:00:00+00:00,2025-12-26 15:30:00+00:00,6982.5,6984.5,2.0,Up,74777985602366554234468975106950225835719913015963819400974028538946101131271,2025-12-26 15:30:00+00:00,0.59,Down,0.0,-0.59,last_le_cp2,-0.59,100.0,169.49152542372883,-100.0,6977.75,6978.0,False,False,0.0,0.0,,,0.0,0.0,100.0,-100.0
1010951,NDX,ndx-up-or-down-on-december-26-2025,2025-12-26 21:00:00+00:00,2025-12-26 15:00:00+00:00,2025-12-26 15:30:00+00:00,25873.0,25885.5,12.5,Up,57490063336151815218358786790962704000047640964002964817705461907699950312466,2025-12-26 15:30:00+00:00,0.39,Down,0.0,-0.39,last_le_cp2,-0.39,100.0,256.4102564102564,-100.0,25879.0,25883.0,False,False,0.0,0.0,,,0.0,0.0,100.0,-100.0
1027465,SPX,spx-up-or-down-on-december-29-2025,2025-12-29 21:00:00+00:00,2025-12-29 15:00:00+00:00,2025-12-29 15:30:00+00:00,6953.75,6954.25,0.5,Up,21821808676351055394106062899294062110317608331352012500310901170061597949558,2025-12-29 15:30:00+00:00,0.08,Down,0.0,-0.08,last_le_cp2,-0.08,100.0,1250.0,-100.0,6937.75,6951.0,False,False,0.0,0.0,,,0.0,0.0,100.0,-100.0
1027480,NDX,ndx-up-or-down-on-december-29-2025,2025-12-29 21:00:00+00:00,2025-12-29 15:00:00+00:00,2025-12-29 15:30:00+00:00,25734.75,25745.75,11.0,Up,59785428936403410380048915399535964795599842693708368414783030415782658740053,2025-12-29 15:30:00+00:00,0.135,Down,0.0,-0.135,last_le_cp2,-0.135,100.0,740.7407407407406,-100.0,25659.75,25712.25,False,False,0.0,0.0,,,0.0,0.0,100.0,-100.0
1057041,SPX,spx-up-or-down-on-december-30-2025,2025-12-30 21:00:00+00:00,2025-12-30 15:00:00+00:00,2025-12-30 15:30:00+00:00,6954.75,6944.0,-10.75,Down,59691855294947723204493205629804732071275919861176115786798366597144664438176,2025-12-30 15:30:00+00:00,0.495,Down,1.0,0.505,last_le_cp2,0.505,100.0,202.02020202020202,102.02020202020202,6948.5,6954.0,True,True,20.0,20.0,0.67,0.52,9.850746268656714,18.46153846153846,140.0,130.33248675039718
1057050,NDX,ndx-up-or-down-on-december-30-2025,2025-12-30 21:00:00+00:00,2025-12-30 15:00:00+00:00,2025-12-30 15:30:00+00:00,25742.5,25695.0,-47.5,Down,92008640622047253777941635767759884653717707652839827804139255030893843359893,2025-12-30 15:30:00+00:00,0.63,Down,1.0,0.37,last_le_cp2,0.37,100.0,158.73015873015873,58.730158730158735,25718.75,25738.25,True,True,20.0,20.0,0.55,0.56,16.36363636363636,15.71428571428571,140.0,90.8080808080808
1065447,NDX,ndx-up-or-down-on-december-31-2025,2025-12-31 21:00:00+00:00,2025-12-31 15:00:00+00:00,2025-12-31 15:30:00+00:00,25605.25,25598.25,-7.0,Down,21161535485256208508834357541421248610795146287419621633569320289653257672655,2025-12-31 15:30:00+00:00,0.685,Down,1.0,0.3149999999999999,last_le_cp2,0.3149999999999999,100.0,145.985401459854,45.98540145985399,25591.75,25578.5,False,False,0.0,0.0,,,0.0,0.0,100.0,45.98540145985399
1065428,SPX,spx-up-or-down-on-december-31-2025,2025-12-31 21:00:00+00:00,2025-12-31 15:00:00+00:00,2025-12-31 15:30:00+00:00,6932.0,6926.5,-5.5,Down,112931504638691654758719396299242894145662024930666495132732167272774869803742,2025-12-31 15:30:00+00:00,0.705,Down,1.0,0.295,last_le_cp2,0.295,100.0,141.84397163120568,41.84397163120567,6922.75,6922.5,False,False,0.0,0.0,,,0.0,0.0,100.0,41.84397163120567
1073475,SPX,spx-up-or-down-on-january-2-2026,2026-01-02 21:00:00+00:00,2026-01-02 15:00:00+00:00,2026-01-02 15:30:00+00:00,6937.0,6893.5,-43.5,Down,986691419704114408029415857375795028809760545769820743593631657790882357402,2026-01-02 15:30:00+00:00,0.365,Up,0.0,-0.365,last_le_cp2,-0.365,100.0,273.972602739726,-100.0,6896.25,6900.25,True,True,20.0,20.0,0.415,0.39,-20.0,-20.0,140.0,-140.0
1073484,NDX,ndx-up-or-down-on-january-2-2026,2026-01-02 21:00:00+00:00,2026-01-02 15:00:00+00:00,2026-01-02 15:30:00+00:00,25765.25,25480.25,-285.0,Down,53981124401969925233791551226525416730042775604080191640855932424767184469308,2026-01-02 15:30:00+00:00,0.135,Down,1.0,0.865,last_le_cp2,0.865,100.0,740.7407407407406,640.7407407407406,25396.75,25419.0,False,False,0.0,0.0,,,0.0,0.0,100.0,640.7407407407406
1086757,SPX,spx-up-or-down-on-january-5-2026,2026-01-05 21:00:00+00:00,2026-01-05 15:00:00+00:00,2026-01-05 15:30:00+00:00,6938.0,6953.75,15.75,Up,4649551189138964621198790277180903633036974773595914672848123934010733720595,2026-01-05 15:30:00+00:00,0.915,Up,1.0,0.0849999999999999,last_le_cp2,0.0849999999999999,100.0,109.2896174863388,9.289617486338786,6953.75,6951.0,False,False,0.0,0.0,,,0.0,0.0,100.0,9.289617486338786
1086768,NDX,ndx-up-or-down-on-january-5-2026,2026-01-05 21:00:00+00:00,2026-01-05 15:00:00+00:00,2026-01-05 15:30:00+00:00,25597.0,25673.75,76.75,Up,56717852565267196226897554938040974557771139467656947818397992920775356142143,2026-01-05 15:30:00+00:00,0.885,Up,1.0,0.1149999999999999,last_le_cp2,0.1149999999999999,100.0,112.99435028248587,12.994350282485863,25629.0,25586.0,False,False,0.0,0.0,,,0.0,0.0,100.0,12.994350282485863
1113744,SPX,spx-up-or-down-on-january-6-2026,2026-01-06 21:00:00+00:00,2026-01-06 15:00:00+00:00,2026-01-06 15:30:00+00:00,6970.75,6973.5,2.75,Up,100636403656911561920069818357693805109132406172525727625097260973320909667714,2026-01-06 15:30:00+00:00,0.935,Up,1.0,0.0649999999999999,last_le_cp2,0.0649999999999999,100.0,106.951871657754,6.951871657753999,6973.25,6987.5,False,True,0.0,20.0,,0.9965,0.0,0.07024586051179021,120.0,7.02211751826579
1113762,NDX,ndx-up-or-down-on-january-6-2026,2026-01-06 21:00:00+00:00,2026-01-06 15:00:00+00:00,2026-01-06 15:30:00+00:00,25762.0,25767.0,5.0,Up,29030634033216041555663265544075505377087230005024858223113975002035640082878,2026-01-06 15:30:00+00:00,0.85,Up,1.0,0.15,last_le_cp2,0.15,100.0,117.64705882352942,17.647058823529413,25741.0,25810.0,False,True,0.0,20.0,,0.9895,0.0,0.2122283981808985,120.0,17.85928722171031
1121355,SPX,spx-up-or-down-on-january-7-2026,2026-01-07 21:00:00+00:00,2026-01-07 15:00:00+00:00,2026-01-07 15:30:00+00:00,6987.75,6982.5,-5.25,Down,102526472605174910864149938453505566229692328748903483982831621524608177913065,2026-01-07 15:30:00+00:00,0.525,Down,1.0,0.475,last_le_cp2,0.475,100.0,190.47619047619048,90.47619047619048,7003.0,6984.75,True,True,20.0,20.0,0.095,0.52,190.52631578947367,18.46153846153846,140.0,299.4640447272026
1121368,NDX,ndx-up-or-down-on-january-7-2026,2026-01-07 21:00:00+00:00,2026-01-07 15:00:00+00:00,2026-01-07 15:30:00+00:00,25831.25,25865.75,34.5,Up,101684293022390590050179723555199219170634906634416198565378953340418446041470,2026-01-07 15:30:00+00:00,0.665,Up,1.0,0.3349999999999999,last_le_cp2,0.3349999999999999,100.0,150.37593984962405,50.37593984962404,25983.0,25901.0,True,True,20.0,20.0,0.98,0.915,0.4081632653061228,1.8579234972677587,140.0,52.64202661219792
1128749,SPX,spx-up-or-down-on-january-8-2026,2026-01-08 21:00:00+00:00,2026-01-08 15:00:00+00:00,2026-01-08 15:30:00+00:00,6946.5,6959.75,13.25,Up,36498646186020857973498981960423315893653192744491129982425732624144707299206,2026-01-08 15:30:00+00:00,0.545,Up,1.0,0.4549999999999999,last_le_cp2,0.4549999999999999,100.0,183.48623853211006,83.48623853211006,6961.25,6957.25,True,False,20.0,0.0,0.535,,17.38317757009346,0.0,120.0,100.86941610220353
1128756,NDX,ndx-up-or-down-on-january-8-2026,2026-01-08 21:00:00+00:00,2026-01-08 15:00:00+00:00,2026-01-08 15:30:00+00:00,25590.75,25686.75,96.0,Up,20070290191467137883382245732870981178511783167959742058021548807894853712686,2026-01-08 15:30:00+00:00,0.255,Down,0.0,-0.255,last_le_cp2,-0.255,100.0,392.156862745098,-100.0,25641.25,25635.25,False,False,0.0,0.0,,,0.0,0.0,100.0,-100.0
1135898,NDX,ndx-up-or-down-on-january-9-2026,2026-01-09 21:00:00+00:00,2026-01-09 15:00:00+00:00,2026-01-09 15:30:00+00:00,25710.75,25847.75,137.0,Up,94694868378794283823060487482944941076530523015243967730911428748816146693174,2026-01-09 15:30:00+00:00,0.81,Up,1.0,0.1899999999999999,last_le_cp2,0.1899999999999999,100.0,123.45679012345678,23.456790123456777,25909.25,25958.75,True,True,20.0,20.0,0.94,0.9945,1.2765957446808522,0.11060834590246253,140.0,24.84399421404009
1135879,SPX,spx-up-or-down-on-january-9-2026,2026-01-09 21:00:00+00:00,2026-01-09 15:00:00+00:00,2026-01-09 15:30:00+00:00,6975.75,6994.5,18.75,Up,49873256766516799526673879143421675044663207845732243623268667116029830110216,2026-01-09 15:30:00+00:00,0.865,Up,1.0,0.135,last_le_cp2,0.135,100.0,115.60693641618498,15.606936416184974,7007.5,7013.5,True,True,20.0,20.0,0.984,0.998,0.3252032520325206,0.040080160320641316,140.0,15.972219828538137
1143138,SPX,spx-up-or-down-on-january-12-2026,2026-01-12 21:00:00+00:00,2026-01-12 15:00:00+00:00,2026-01-12 15:30:00+00:00,6999.75,6997.25,-2.5,Down,40214419188393325056280937058524362759701723579860605252768333810494301540710,2026-01-12 15:30:00+00:00,0.54,Up,0.0,-0.54,last_le_cp2,-0.54,100.0,185.18518518518516,-100.0,7009.25,7018.25,True,True,20.0,20.0,0.335,0.065,-20.0,-20.0,140.0,-140.0
1143152,NDX,ndx-up-or-down-on-january-12-2026,2026-01-12 21:00:00+00:00,2026-01-12 15:00:00+00:00,2026-01-12 15:30:00+00:00,25896.25,25902.5,6.25,Up,95396194919967325866130254666232474433633964711640165811873512665626389899832,2026-01-12 15:30:00+00:00,0.5,Up,1.0,0.5,last_le_cp2,0.5,100.0,200.0,100.0,25960.75,26001.25,True,True,20.0,20.0,0.75,0.795,6.666666666666667,5.157232704402515,140.0,111.82389937106919
1167069,SPX,spx-up-or-down-on-january-13-2026,2026-01-13 21:00:00+00:00,2026-01-13 15:00:00+00:00,2026-01-13 15:30:00+00:00,7007.75,6989.75,-18.0,Down,8131213758383010662983083195469938580346874982102238920665277765274925594163,2026-01-13 15:30:00+00:00,0.77,Down,1.0,0.2299999999999999,last_le_cp2,0.2299999999999999,100.0,129.87012987012986,29.870129870129855,7010.25,6993.75,True,True,20.0,20.0,0.68,0.98,9.411764705882351,0.4081632653061228,140.0,39.69005784131833
1167079,NDX,ndx-up-or-down-on-january-13-2026,2026-01-13 21:00:00+00:00,2026-01-13 15:00:00+00:00,2026-01-13 15:30:00+00:00,25966.75,25831.0,-135.75,Down,15398202832058165917741466540601107900074092468793525294520021324393790860429,2026-01-13 15:30:00+00:00,0.675,Down,1.0,0.3249999999999999,last_le_cp2,0.3249999999999999,100.0,148.14814814814815,48.14814814814814,25977.0,25866.75,True,True,20.0,20.0,0.435,0.92,25.97701149425287,1.739130434782608,140.0,75.86429007718361
